"id","orginalWord","lemma","strong","alignmentsForOriginalWord","alignmentFrequency%","alignmentFreq","alignmentFreq-min","alignmentFreq-max","alignmentFreq-mean","alignmentFreq-stddev","alignmentFreq-total","alignmentFreq-meanNormalized","alignmentFreq-stddevNormalized","origWordsCount-min","origWordsCount-max","origWordsCount-mean","origWordsCount-stddev","origWordsCount-total","origWordsCount-meanNormalized","origWordsCount-stddevNormalized","origWordsBetween-min","origWordsBetween-max","origWordsBetween-mean","origWordsBetween-stddev","origWordsBetween-total","origWordsBetween-meanNormalized","origWordsBetween-stddevNormalized","targetWordsCount-min","targetWordsCount-max","targetWordsCount-mean","targetWordsCount-stddev","targetWordsCount-total","targetWordsCount-meanNormalized","targetWordsCount-stddevNormalized","targetWordsBetween-min","targetWordsBetween-max","targetWordsBetween-mean","targetWordsBetween-stddev","targetWordsBetween-total","targetWordsBetween-meanNormalized","targetWordsBetween-stddevNormalized"
"πονηροῖς","πονηροῖς","πονηρός","G41900",1,"{'πονηροῖς = दुष्ट': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ποτε","ποτε","ποτέ","G42180",1,"{'ποτε = पहले': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"πραΰτητα","πραΰτητα","πραΰτης","G42400",1,"{'πραΰτητα = नम्रता के': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"πρεσβυτέρους","πρεσβυτέρους","πρεσβύτερος","G42450",1,"{'πρεσβυτέρους = प्राचीनों को': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"πρεσβύτας","πρεσβύτας","πρεσβύτης","G42460",1,"{'πρεσβύτας = वृद्ध पुरुष': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"πρεσβύτερος","πρεσβύτερος","πρεσβύτερος","G42450",1,"{'ὁ πρεσβύτερος = प्राचीन': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"προΐστασθαι","προΐστασθαι","προΐστημι","G42910",2,"{'προΐστασθαι = लगे रहना': 50.0, 'προΐστασθαι = लगे रहने का': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,2,3,2.5,0.5,5,0.5,0.1,0,0,0.0,0.0,0,0,0
"προπέμψας","προπέμψας","προπέμπω","G43110",2,"{'προπέμψας = उनकी यात्रा पर': 50.0, 'προπέμψας = ऐसे विदा करना': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,6,0.5,0.0,0,0,0.0,0.0,0,0,0
"προσέχοντες","προσέχοντες","προσέχω","G43370",1,"{'προσέχοντες = मन लगाएँ': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"προσδεχόμενοι","προσδεχόμενοι","προσδέχομαι","G43270",3,"{'προσδεχόμενοι = प्राप्त करने': 33.33333333333333, 'προσδεχόμενοι = की प्रतीक्षा करते हैं': 33.33333333333333, 'προσδεχόμενοι = जब हम': 33.33333333333333}","[1, 1, 1]",1,1,1.0,0.0,3,0.3333333333333333,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,2,4,2.6666666666666665,0.9428090415820634,8,0.3333333333333333,0.11785113019775792,0,0,0.0,0.0,0,0,0
"προφήτης","προφήτης","προφήτης","G43960",1,"{'προφήτης = भविष्यद्वक्ता': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"πρόπεμψον","πρόπεμψον","προπέμπω","G43110",1,"{'πρόπεμψον = आगे पहुँचा दे': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"σεμνούς","σεμνούς","σεμνός","G45860",1,"{'σεμνούς = गम्भीर': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"συνείδησις","συνείδησις","συνείδησις","G48930",1,"{'ἡ συνείδησις = विवेक': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"συνεργοὶ","συνεργοὶ","συνεργός","G49040",1,"{'συνεργοὶ = सहकर्मी': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"σωτήριος","σωτήριος","σωτήριος","G49920",1,"{'σωτήριος = उद्धार के लिए': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"σωφρονεῖν","σωφρονεῖν","σωφρονέω","G49930",1,"{'σωφρονεῖν = कि विवेकपूर्ण हों': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"σώφρονα","σώφρονα","σώφρων","G49980",1,"{'σώφρονα = विवेकपूर्ण': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"σώφρονας","σώφρονας","σώφρων","G49980",2,"{'σώφρονας = और विवेकपूर्ण': 100.0}","[2]",2,2,2.0,0.0,2,1.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0,0
"τέκνα","τέκνα","τέκνον","G50430",2,"{'τὰ τέκνα = बच्चे': 50.0, 'τέκνα = बच्चे': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,1,0.5,0.5,1,0.5,0.5,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"τέκνῳ","τέκνῳ","τέκνον","G50430",1,"{'τέκνῳ = पुत्र है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"τοιούτους","τοιούτους","τοιοῦτος","G51080",1,"{'τοὺς τοιούτους = ऐसों का': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"τοιοῦτος","τοιοῦτος","τοιοῦτος","G51080",1,"{'ὁ τοιοῦτος = ऐसा मनुष्य': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"φαῦλον","φαῦλον","φαῦλος","G53370",1,"{'φαῦλον = बुरा': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"φθόνῳ","φθόνῳ","φθόνος","G53550",1,"{'φθόνῳ = और डाह करने': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"φιλάγαθον","φιλάγαθον","φιλάγαθος","G53580",1,"{'φιλάγαθον = भलाई का चाहनेवाला': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"φιλάνδρους","φιλάνδρους","φίλανδρος","G53620",1,"{'φιλάνδρους = कि वे अपने पतियों से प्रेम': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6,6,6.0,0.0,6,1.0,0.0,0,0,0.0,0.0,0,0,0
"φιλανθρωπία","φιλανθρωπία","φιλανθρωπία","G53630",1,"{'ἡ φιλανθρωπία = मनुष्यों के लिए उसका प्रेम': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,5,5,5.0,0.0,5,1.0,0.0,0,0,0.0,0.0,0,0,0
"φιλοτέκνους","φιλοτέκνους","φιλότεκνος","G53880",1,"{'φιλοτέκνους = और अपने बच्चों से प्रेम रखें': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,6,6,6.0,0.0,6,1.0,0.0,0,0,0.0,0.0,0,0,0
"φιλοῦντας","φιλοῦντας","φιλέω","G53680",1,"{'φιλοῦντας = प्रेम रखते हैं': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"φρεναπάται","φρεναπάται","φρεναπάτης","G54230",1,"{'φρεναπάται = धोखा देनेवाले': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"χάρις","χάρις","χάρις","G54850",3,"{'ἡ χάρις = अनुग्रह': 66.66666666666666, 'χάρις = अनुग्रह': 33.33333333333333}","[2, 1]",1,2,1.5,0.5,3,0.5,0.16666666666666666,1,2,1.6666666666666667,0.4714045207910317,5,0.33333333333333337,0.09428090415820634,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"χάριτι","χάριτι","χάρις","G54850",1,"{'χάριτι = अनुग्रह से': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"χαράν","χαράν","χαρά","G54790",1,"{'χαράν = आनन्द': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"χρηστότης","χρηστότης","χρηστότης","G55440",1,"{'ἡ χρηστότης = कृपा': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"χρόνων","χρόνων","χρόνος","G55500",1,"{'χρόνων = समय': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ψυχή","ψυχή","ψυχή","G55900",1,"{'ἡ ψυχή = आत्मिक': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀγάπῃ","ἀγάπῃ","ἀγάπη","G00260",2,"{'τῇ ἀγάπῃ = प्रेम': 50.0, 'τῇ ἀγάπῃ = प्रेम की': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"ἀγαθάς","ἀγαθάς","ἀγαθός","G00180",1,"{'ἀγαθάς = अच्छी': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀγαθήν","ἀγαθήν","ἀγαθός","G00180",1,"{'ἀγαθήν = पूर्ण रूप से': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀγαθοποιῶν","ἀγαθοποιῶν","ἀγαθοποιέω","G00150",1,"{'ἀγαθοποιῶν = भलाई करता है': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀγαθόν","ἀγαθόν","ἀγαθός","G00180",1,"{'τὸ ἀγαθόν = भलाई के': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀγαθὸν","ἀγαθὸν","ἀγαθός","G00180",3,"{'ἀγαθὸν = और': 33.33333333333333, 'ἀγαθὸν = भले': 33.33333333333333, 'ἀγαθὸν = अच्छे': 33.33333333333333}","[1, 1, 1]",1,1,1.0,0.0,3,0.3333333333333333,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"ἀγαπητέ","ἀγαπητέ","ἀγαπητός","G00270",3,"{'ἀγαπητέ = हे प्रिय': 100.0}","[3]",3,3,3.0,0.0,3,1.0,0.0,1,1,1.0,0.0,3,0.3333333333333333,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,6,0.3333333333333333,0.0,0,0,0.0,0.0,0,0,0
"ἀγαπητῷ","ἀγαπητῷ","ἀγαπητός","G00270",1,"{'τῷ ἀγαπητῷ = प्रिय': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀγαπῶ","ἀγαπῶ","ἀγαπάω","G00250",1,"{'ἀγαπῶ = प्रेम करता हूँ': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀδελφοὺς","ἀδελφοὺς","ἀδελφός","G00800",2,"{'τοὺς ἀδελφοὺς = भाइयों को': 50.0, 'τοὺς ἀδελφοὺς = भाइयों': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"ἀδελφῶν","ἀδελφῶν","ἀδελφός","G00800",1,"{'ἀδελφῶν = भाई': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀκούω","ἀκούω","ἀκούω","G01910",1,"{'ἀκούω = मैं सुनूँ कि': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀλήθειαν","ἀλήθειαν","ἀλήθεια","G02250",1,"{'τὴν ἀλήθειαν = सत्य से': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀληθής","ἀληθής","ἀληθής","G02270",2,"{'ἀληθής = सच': 50.0, 'ἀληθής = सच्ची': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"ἀληθείας","ἀληθείας","ἀλήθεια","G02250",2,"{'ἀληθείας = सत्य का': 50.0, 'τῆς ἀληθείας = सत्य': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"ἀληθείᾳ","ἀληθείᾳ","ἀλήθεια","G02250",5,"{'τῇ ἀληθείᾳ = सत्य की': 20.0, 'ἐν ἀληθείᾳ = सच्चा': 20.0, 'τῇ ἀληθείᾳ = सत्य के लिए': 20.0, 'τῇ ἀληθείᾳ = सत्य': 20.0, 'ἀληθείᾳ = सत्य': 20.0}","[1, 1, 1, 1, 1]",1,1,1.0,0.0,5,0.2,0.0,1,2,1.8,0.4,9,0.2,0.044444444444444446,0,0,0.0,0.0,0,0.0,0.0,1,3,1.6,0.8,8,0.2,0.1,0,0,0.0,0.0,0,0,0
"ἀμάχους","ἀμάχους","ἄμαχος","G02690",1,"{'ἀμάχους = शान्त': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀνέγκλητον","ἀνέγκλητον","ἀνέγκλητος","G04100",1,"{'ἀνέγκλητον = निर्दोष': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀνέγκλητος","ἀνέγκλητος","ἀνέγκλητος","G04100",1,"{'ἀνέγκλητος = निर्दोष और': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀνομίας","ἀνομίας","ἀνομία","G04580",1,"{'ἀνομίας = अधर्म': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀνυπότακτα","ἀνυπότακτα","ἀνυπότακτος","G05060",1,"{'ἀνυπότακτα = विद्रोह का': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀνυπότακτοι","ἀνυπότακτοι","ἀνυπότακτος","G05060",1,"{'καὶ ἀνυπότακτοι = विद्रोही लोग': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀνόητοι","ἀνόητοι","ἀνόητος","G04530",1,"{'ἀνόητοι = निर्बुद्धि': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀξίως","ἀξίως","ἀξίως","G05160",2,"{'ἀξίως = योग्य है': 50.0, 'ἀξίως = जैसे': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"ἀπίστοις","ἀπίστοις","ἄπιστος","G05710",1,"{'ἀπίστοις = अविश्वासियों': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀπειθεῖς","ἀπειθεῖς","ἀπειθής","G05450",2,"{'ἀπειθεῖς = और आज्ञा न माननेवाले थे': 50.0, 'ἀπειθεῖς = आज्ञा न माननेवाले': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,3,5,4.0,1.0,8,0.5,0.125,0,0,0.0,0.0,0,0,0
"ἀποστρεφομένων","ἀποστρεφομένων","ἀποστρέφω","G06540",2,"{'ἀποστρεφομένων = भटक जाते हैं': 50.0, 'ἀποστρεφομένων = जो': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,3,2.0,1.0,4,0.5,0.25,0,0,0.0,0.0,0,0,0
"ἀπόστολος","ἀπόστολος","ἀπόστολος","G06520",1,"{'ἀπόστολος = प्रेरित जो': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀργαί","ἀργαί","ἀργός","G06920",2,"{'ἀργαί = हैं': 50.0, 'ἀργαί = आलसी': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,2,0.5,0.0,0,0,0.0,0.0,0,0,0
"ἀρνησάμενοι","ἀρνησάμενοι","ἀρνέομαι","G07200",1,"{'ἀρνησάμενοι = मन फेरकर': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀρνοῦνται","ἀρνοῦνται","ἀρνέομαι","G07200",1,"{'ἀρνοῦνται = उसका इन्कार करते हैं': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4,4,4.0,0.0,4,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀρχαῖς","ἀρχαῖς","ἀρχή","G07460",1,"{'ἀρχαῖς = हाकिमों और': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἀσέβειαν","ἀσέβειαν","ἀσέβεια","G07630",2,"{'τὴν ἀσέβειαν = हम अभक्ति': 50.0, 'τὴν ἀσέβειαν = से': 50.0}","[1, 1]",1,1,1.0,0.0,2,0.5,0.0,2,2,2.0,0.0,4,0.5,0.0,0,0,0.0,0.0,0,0.0,0.0,1,2,1.5,0.5,3,0.5,0.16666666666666666,0,0,0.0,0.0,0,0,0
"ἁγνάς","ἁγνάς","ἁγνός","G00530",1,"{'ἁγνάς = शुद्ध': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἁμαρτάνει","ἁμαρτάνει","ἁμαρτάνω","G02640",1,"{'ἁμαρτάνει = पाप करता रहता': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3,3,3.0,0.0,3,1.0,0.0,0,0,0.0,0.0,0,0,0
"ἄκαρποι","ἄκαρποι","ἄκαρπος","G01750",1,"{'ἄκαρποι = निष्फल': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
"Ἀπολλῶν","Ἀπολλῶν","Ἀπολλῶς","G06250",1,"{'Ἀπολλῶν = अपुल्लोस को': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2,2,2.0,0.0,2,1.0,0.0,0,0,0.0,0.0,0,0,0
"Ἁγίου","Ἁγίου","ἅγιος","G00400",1,"{'Ἁγίου = पवित्र': 100.0}","[1]",1,1,1.0,0.0,1,1.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1,1,1.0,0.0,1,1.0,0.0,0,0,0.0,0.0,0,0,0
